bin,jobnum,year,units,parktype,reqspaces,waivertype,waiverspaces
3425841,310091263,2017,4,required - high density,2,waiver - small num of spaces,0
3425006,310091904,2017,27,required - high density,8,waiver - small num of spaces,0
3071018,310091922,2011,4,required - high density,2,waiver - small num of spaces,0
3069245,310091968,2011,7,required - high density,4,waiver - small num of spaces,0
3064207,310092226,2014,8,required - high density,4,waiver - small num of spaces,0
3397405,310092921,2011,6,required - high density,3,waiver - small num of spaces,0
3397623,310092930,2011,6,required - high density,3,waiver - small num of spaces,0
3397407,310092949,2011,6,required - high density,3,waiver - small num of spaces,0
3000644,310093494,2010,26,required - high density,8,waiver - small num of spaces,0
3412925,310093760,2013,8,required - high density,4,waiver - small num of spaces,0
3425466,310100805,2012,15,required - high density,8,waiver - small num of spaces,3
3397576,310100921,2010,8,required - high density,4,waiver - small num of spaces,0
3424642,310100994,2017,4,required - high density,2,waiver - small num of spaces,0
3396506,310101387,2011,43,required - high density,22,waiver - small num of spaces,17
3396505,310101396,2011,14,required - high density,7,waiver - small num of spaces,2
3398650,310101706,2010,8,required - high density,6,waiver - small num of spaces,1
3398651,310101715,2010,8,required - high density,6,waiver - small num of spaces,1
3398652,310101724,2010,8,required - high density,6,waiver - small num of spaces,1
3398653,310101733,2010,8,required - high density,6,waiver - small num of spaces,1
3397140,310102242,2011,54,required - high density,27,waiver - small num of spaces,22
3397188,310102858,2016,14,required - high density,4,waiver - small num of spaces,0
3398186,310103697,2012,4,required - high density,2,waiver - small num of spaces,0
3397624,310103740,2011,8,required - high density,4,waiver - small num of spaces,0
3396947,310103919,2011,32,required - high density,16,waiver - small num of spaces,11
3398411,310103928,2014,20,required - high density,10,waiver - small num of spaces,5
3413692,310104188,2011,4,required - high density,2,waiver - small num of spaces,0
3396772,310105748,2011,7,required - high density,4,waiver - small num of spaces,0
3397115,310105980,2010,68,required - high density,48,waiver - small num of spaces,43
3414177,310106621,2011,4,required - high density,2,waiver - small num of spaces,0
3251572,310107924,2013,3,required - high density,2,waiver - small num of spaces,0
3399913,310108629,2010,10,required - high density,5,waiver - small num of spaces,0
3425111,310108932,2017,37,required - high density,26,waiver - small num of spaces,21
3398111,310109414,2011,11,required - high density,6,waiver - small num of spaces,1
3397001,310109717,2010,6,required - low density,4,waiver - small num of spaces,3
3396401,310109762,2019,13,required - high density,7,waiver - small num of spaces,2
3398648,310110304,2010,8,required - high density,6,waiver - small num of spaces,1
3398649,310110313,2010,8,required - high density,6,waiver - small num of spaces,1
3427193,310110484,2019,10,required - high density,5,waiver - small num of spaces,0
3397060,310111241,2011,7,required - high density,4,waiver - small num of spaces,0
3412620,310111296,2011,95,required - high density,48,waiver - small num of spaces,43
3393959,310111349,2010,54,required - high density,38,waiver - small num of spaces,33
3413870,310111704,2011,12,required - high density,4,waiver - small num of spaces,0
3420429,310111740,2011,38,required - high density,19,waiver - small num of spaces,14
3398656,310112124,2010,8,required - high density,4,waiver - small num of spaces,0
3398655,310112133,2010,8,required - high density,4,waiver - small num of spaces,0
3398658,310112142,2010,8,required - high density,6,waiver - small num of spaces,1
3411039,310112151,2010,8,required - high density,6,waiver - small num of spaces,1
3398657,310112160,2010,8,required - high density,6,waiver - small num of spaces,1
3398659,310112179,2010,8,required - high density,6,waiver - small num of spaces,1
3251727,310112516,2013,351,required - high density,176,waiver - small num of spaces,161
3399009,310113702,2014,31,required - high density,16,waiver - small num of spaces,11
3399887,310113935,2011,6,required - high density,3,waiver - small num of spaces,0
3256299,310113944,2011,6,required - high density,3,waiver - small num of spaces,0
3061701,310113953,2011,6,required - high density,3,waiver - small num of spaces,0
3422290,310114471,2015,7,required - high density,4,waiver - small num of spaces,0
3396964,310115023,2011,6,required - high density,3,waiver - small num of spaces,0
3396416,310115657,2011,8,required - high density,4,waiver - small num of spaces,0
3017195,310115700,2013,3,required - high density,2,waiver - small num of spaces,0
3396413,310115719,2011,8,required - high density,4,waiver - small num of spaces,0
3396414,310115728,2011,8,required - high density,4,waiver - small num of spaces,0
3396911,310115764,2010,3,required - high density,2,waiver - small num of spaces,0
3078492,310115773,2010,3,required - high density,2,waiver - small num of spaces,0
3077061,310115782,2010,3,required - high density,2,waiver - small num of spaces,0
3400836,310115791,2010,3,required - high density,2,waiver - small num of spaces,0
3396912,310115979,2010,3,required - high density,2,waiver - small num of spaces,0
3413827,310117566,2012,7,required - high density,2,waiver - small num of spaces,0
3424325,310118039,2020,26,required - high density,13,waiver - small num of spaces,8
3415472,310118244,2018,8,required - high density,4,waiver - small num of spaces,0
3415475,310118253,2018,8,required - high density,4,waiver - small num of spaces,0
3070003,310118271,2010,8,required - high density,4,waiver - small num of spaces,0
3400079,310118510,2013,7,required - high density,4,waiver - small num of spaces,0
3400080,310118529,2013,7,required - high density,4,waiver - small num of spaces,0
3343247,310118985,2014,86,required - high density,43,waiver - small num of spaces,38
3398150,310119706,2015,509,required - high density,356,waiver - small num of spaces,351
3400890,310120892,2010,3,required - high density,2,waiver - small num of spaces,0
3396907,310121098,2010,8,required - high density,4,waiver - small num of spaces,0
3396862,310122792,2010,4,required - high density,2,waiver - small num of spaces,0
3398009,310122890,2011,9,required - high density,3,waiver - small num of spaces,0
3396905,310122952,2010,8,required - high density,4,waiver - small num of spaces,0
3023442,310122989,2013,4,required - high density,2,waiver - small num of spaces,0
3048637,310123684,2011,45,required - high density,31,waiver - small num of spaces,26
3424059,310123764,2017,2,required - high density,1,waiver - small num of spaces,0
3015733,310123899,2011,5,required - high density,3,waiver - small num of spaces,0
3413835,310124219,2013,4,required - high density,2,waiver - small num of spaces,0
3396918,310124610,2012,14,required - high density,7,waiver - small num of spaces,2
3422279,310124754,2014,8,required - high density,4,waiver - small num of spaces,0
3397643,310125316,2010,4,required - high density,2,waiver - small num of spaces,0
3032360,310126226,2013,6,required - high density,3,waiver - small num of spaces,0
3413713,310126958,2011,22,required - high density,13,waiver - small num of spaces,8
3398982,310127412,2011,2,required - high density,1,waiver - small num of spaces,0
3403587,310127635,2013,10,required - high density,5,waiver - small num of spaces,0
3397723,310127699,2011,40,required - high density,28,waiver - small num of spaces,23
3061385,310127715,2010,23,required - high density,14,waiver - small num of spaces,9
3061386,310127724,2010,23,required - high density,14,waiver - small num of spaces,9
3396777,310127733,2011,22,required - high density,13,waiver - small num of spaces,8
3397136,310127822,2011,9,required - high density,5,waiver - small num of spaces,0
3393846,310128420,2011,2,required - high density,1,waiver - small num of spaces,0
3023207,310128493,2011,4,required - high density,2,waiver - small num of spaces,0
3399373,310129189,2011,8,required - high density,4,waiver - small num of spaces,0
3413803,310129214,2012,4,required - high density,2,waiver - small num of spaces,0
3039731,310129223,2012,8,required - high density,4,waiver - small num of spaces,0
3399374,310129232,2012,8,required - high density,4,waiver - small num of spaces,0
3413804,310129241,2012,4,required - high density,2,waiver - small num of spaces,0
3326102,310129349,2012,15,required - high density,8,waiver - small num of spaces,3
3034692,310129401,2012,13,required - high density,4,waiver - small num of spaces,0
3398654,310131096,2010,8,required - high density,6,waiver - small num of spaces,1
3107094,310131425,2012,2,required - high density,1,waiver - small num of spaces,0
3421435,310131675,2019,36,required - high density,18,waiver - small num of spaces,3
3413802,310131764,2012,8,required - high density,4,waiver - small num of spaces,0
3413801,310131773,2011,8,required - high density,4,waiver - small num of spaces,0
3413836,310132433,2012,8,required - high density,4,waiver - small num of spaces,0
3392328,310133236,2011,4,required - high density,2,waiver - small num of spaces,0
3426094,310134949,2017,4,required - high density,2,waiver - small num of spaces,0
3244485,310135065,2019,6,required - high density,3,waiver - small num of spaces,0
3397722,310135458,2011,4,required - high density,2,waiver - small num of spaces,0
3396980,310136019,2010,4,required - high density,2,waiver - small num of spaces,0
3256361,310136769,2013,6,required - high density,3,waiver - small num of spaces,0
3395182,310137447,2010,27,required - high density,14,waiver - small num of spaces,9
3026512,310139105,2020,8,required - high density,4,waiver - small num of spaces,0
3399796,310139631,2011,4,required - high density,2,waiver - small num of spaces,0
3425991,310141058,2018,8,required - high density,4,waiver - small num of spaces,0
3396571,310142814,2010,8,required - high density,4,waiver - small num of spaces,0
3396719,310142823,2010,8,required - high density,4,waiver - small num of spaces,0
